N;181;USD/JPY;3,19858E+13;1,6088E+12;500000.00;0.00;0.00;103.56900;B;0
N;281;USD/JPY;3,19858E+13;1,6088E+12;500000.00;0.00;0.00;103.58700;S;0
N;182;USD/JPY;3,19858E+13;1,6088E+12;1000000.00;0.00;0.00;103.56900;B;0
N;282;USD/JPY;3,19858E+13;1,6088E+12;1000000.00;0.00;0.00;103.58700;S;0
N;183;USD/JPY;3,19858E+13;1,6088E+12;1000000.00;0.00;0.00;103.56900;B;0
N;283;USD/JPY;3,19858E+13;1,6088E+12;1000000.00;0.00;0.00;103.58700;S;0
N;184;USD/JPY;3,19858E+13;1,6088E+12;2000000.00;0.00;0.00;103.56900;B;0
N;284;USD/JPY;3,19858E+13;1,6088E+12;2000000.00;0.00;0.00;103.58700;S;0
N;185;USD/JPY;3,19858E+13;1,6088E+12;2000000.00;0.00;0.00;103.56700;B;0
N;285;USD/JPY;3,19858E+13;1,6088E+12;2000000.00;0.00;0.00;103.58900;S;0
N;186;USD/JPY;3,19858E+13;1,6088E+12;3000000.00;0.00;0.00;103.56400;B;0
N;286;USD/JPY;3,19858E+13;1,6088E+12;3000000.00;0.00;0.00;103.59200;S;0
N;187;USD/JPY;3,19858E+13;1,6088E+12;5000000.00;0.00;0.00;103.56000;B;0
N;287;USD/JPY;3,19858E+13;1,6088E+12;5000000.00;0.00;0.00;103.59600;S;0
N;188;USD/JPY;3,19858E+13;1,6088E+12;5000000.00;0.00;0.00;103.55700;B;0
N;288;USD/JPY;3,19858E+13;1,6088E+12;5000000.00;0.00;0.00;103.59900;S;0
C;101;EUR/USD;3,19858E+13;1,6088E+12;;;;;;
N;101;EUR/USD;3,19858E+13;1,6088E+12;100000.00;0.00;0.00;1.22073;B;0
C;102;EUR/USD;3,19858E+13;1,6088E+12;;;;;;
